Username,Comment,Duplicate_Count,Fake_Score,Fake_Detection
@saikrishna1992,శ్రీ రంగ రంగా..,1,0,Real
@meeravalisk307,38:58 that expression 🤣🤣🤣,1,0,Real
@meeravalisk307,38:02 fun ride 😂😂😂,1,0,Real
@sangarambabu6079,Realstar.sriharigaru,1,1,Real
@maddiralasaiharshith,38:24🤣🤣🤣🤣🤣🤣start full comedy brahmanadam sir super,1,0,Real
@pendramaravind5924,Super comedy movies,1,0,Real
@santoshrocky3447,2022😍,1,1,Real
@IrfanIk1218,Snow anaya😎,1,1,Real
@emmanuelthesuperstar7659,Vishnu Manchu looks like his father Mohan Babu in this movie.,1,0,Real
@srivallim2955,Vishnu ki life lo edi okkate hit inka anni fut,1,0,Real
@theflysoultelugu1160,Gudda palagadegutam ni natthi pukuka sulli lanjodka Teri makkki.   Choo9ooo,1,0,Real
@theflysoultelugu1160,M ra lamdike brain lekunda body ni namme edavalu antunnav gouds ni antha gudda balshindara,1,0,Real
@tejkumar948,Hi Anna thinava,1,0,Real
@appalanaidusurala1076,P,1,1,Real
@starggaming8990,28:25.....that was hilarious iam laughing so hard... 🤣🤣🤣,1,2,Suspicious
@yash1891,Miku bp undaaaa miru cherake vachindi sir😂😂😂,1,0,Real
@venkypanasa8099,Srihari garu  suuper,1,0,Real
@rajukadpa4180,I లైక్ శ్రీ హరి సార్ not నా మొడ్డలో విష్ణు,1,2,Suspicious
@krameshramesh7621,Miss u anna,1,0,Real
@CricketMiyan,Hyderabad local dada la pakka telangana slang mathrame kadhu aa behaviour ni kuda perfect ga chesina srihari garu we miss you,1,0,Real
@SaiSai-gk5sf,ఈ. మూవీ లో. హీరో.  శ్రీహరి.  గారు. 👍,1,2,Suspicious
@GlobeTrotter_2027,10:00,1,1,Real
@karthikff2170,Sri hari is the king of Indian cimema we miss him lot,1,0,Real
@rishivarshith7520,35:04 😂🤣😂,1,1,Real
@ramg1021,నన్ను involve చెయ్యండి చారి గారు..,1,2,Suspicious
@myyogi999,Enni sarlu chusina bore kottadu movie,1,0,Real
@jackietiger2872,"0:45

38:44",1,1,Real
@shaikasha8827,Iam missu srihari,1,0,Real
@asr872,we miss you srihari anna,1,0,Real
@yeswanthkumar6033,Bramhanandam comedy super,1,0,Real
@vidhyasagar4720,0:51,1,1,Real
@mariyappah8768,M👍♥️💋💋💋💋💯,1,1,Real
@anilkumar36437,పోవాలి అంటే పైకి తప్ప బయటకు వెల్లలేము,1,3,Suspicious
@akhilkumargiripogu2713,Buddodu Brahmi side choopinchinappudu 😀,1,0,Real
@Jeevan_129,Mobile ki camera ye ledu..😂😂😂,1,0,Real
@ManojKumar-tt3fi,Snow Anna ki life lo oka hit that too bcoz of Brahmi sir,1,0,Real
@siriteja8441,Yes haa.,1,1,Real
@yernaidukoppala7171,Tañguteri parekseam panthellu  vishnu manchu,1,0,Real
@harikaindula9155,Ni mokamu midhi vado mokamu bagane vundhi,1,0,Real
@harikaindula9155,Vidu vaka hero .,1,0,Real
@funzone5391,"ఔరా బబ్లు మీ అయ్యను తాగుబోతును జేశీ ఏం స్టోరీ శెప్పినవ్ రా చెంటలు ఓచ్చినయ్ పొట్టోనికి,😝😝😝27:38",1,2,Suspicious
@funzone5391,25:14 అలో  🤣🤣🤣🤣🤣,1,0,Real
@funzone5391,6:01ఏమిరా ఇది పాల డబ్బ లెక్కున్నది,1,2,Suspicious
@vasishtachowdary4015,3000,1,1,Real
@neelapaka2184,Super  video 🤣😂,1,0,Real
@sanyasinaidu6761,టంగుటూరి విరహం బాకారం పంతులు😁😁 Manchu Vishnu,1,2,Suspicious
@lakshmanaraosura7718,Emi ra idhi pala dabba la undhi,1,0,Real
@vishnuchaitanya3266,38:40,1,1,Real
@SIROUDAY,Okati mathram nijam...vishnu e movie  lo baga acting chesadu,1,0,Real
@shouryapooja14,"26:20,☺😁😀😂😃😄",1,1,Real
@pinniboinaobaiah2061,"P,,, AHOBILAM",1,1,Real
@SriKanth-dk3mr,Wonderful movie,1,1,Real
@chakrisatya259,Srihari anna brahmi lekapoty vishnu gadiki antha seen ledu,1,0,Real
@gjangeshwar2904,Great legendary actress Srihari sir huge lose of the industry...,1,0,Real
@ARUNKUMARJR-xm3tm,😁😁🤭🤭🤭,1,1,Real
@pavankalyan7058,https://youtu.be/97FaXZ2BuRU,1,4,Suspicious
@muralidharreddy6186,27:11👌👌👌,1,1,Real
@sagarsandy8213,20.44 sec brahmi 🤣🤣🤣,1,0,Real
@soeteceprojects7268,Djsj,1,1,Real
@veeraiahk4783,No,1,1,Real
@RaviKumar-hu3wg,Hero ki nathhhhhhi babiooooooo,1,0,Real
@Arunkumar-bn6pv,Inthati maryadasthudine pattukone engilakulu ethukunee mustodannadraa 😂 brahmi expression 🤣,1,0,Real
@Healthyfoodtelugu-nn,20:45😂,1,1,Real
@reddykumar753,Pedha nayana adi computer la vishyam edisei 😂😂,1,0,Real
@inthiyazmd6039,SRI Hari garu Miss you,1,0,Real
@reddypradeep4545,తెలంగాణ బిడ్డ శ్రీ హరి అన్న కి జై,1,2,Suspicious
@kapirivisakh1934,🏴‍☠️🥗🌮🥙🍖🍗🧆🦞🧇🍔🌭🌭🍕🍟🥚🔌📟☎️📱📱📱📱📱🧥🧥🎽👕👕👕💎💍💎💎💎💎💎👓💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💄💄💄💄💄💄💄💄💄💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎🎒🎒💎💎💎🎒💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💄💎💎💎💍💎💎💎💎💎💎💎💎💎💎💍💍💎💍💍💍💍💎💍💎💍💎💍💎💍💎💍💎💍💄💎💄💍💎💎💎💍💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💄💄💄💄💄💄💄💄💄💄💄💄💄💍💎💎💎💎💎💎💎💎💎💎💎💎💎💄💄💄💄💄💄💄💄💄💄💄💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎🎒💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎,1,3,Suspicious
@SunilKumar-he2qn,"శ్రీహరి గారు గొప్ప నటుడు , మళ్ళీ దొరకడం కష్టం",1,2,Suspicious
@santoshrao3737,Miss u Srihari sir 😣,1,0,Real
@photography_goals,38:42 😂😂😂,1,1,Real
@ravikiran171,Ma amma bombay cinema chustunte nen theatre lo puttesaanu sir 🤣🤣🤣,1,0,Real
@pj.9414,😂,2,3,Suspicious
@thontasrinivas8573,Blockbuster movie,1,1,Real
@actorsasivadan6666,Okko scenuu okko meme laa undhi,1,0,Real
@giduturisuresh6727,Tollywood worest hero vishnu,1,0,Real
@rohitplays2155,"38:45 chudandi ra entha bayam karanga undho , naku bayam esthundhi ra",1,0,Real
@RameshBabu-vf8yv,ok.8.7.21.mrb sbi,1,1,Real
@mraju9949,Super,16,3,Suspicious
@sureshganga5584,10:53,1,1,Real
@pardasaradimaringanti4864,శ్రీహరి గారు వెరీ రియల్ HERO,1,2,Suspicious
@rangaraorangarao246,How,1,1,Real
@abdullashaikh6803,😂😂😂😂🤭,2,3,Suspicious
@abdullashaikh6803,😂😂😂😂🤭,2,3,Suspicious
@bhogapurapusaikumar,Pooja kaadu Veedi chaavuki baajaa 😂,1,0,Real
@rammohankommareddy3080,🙏 Great Hero hats off,1,0,Real
@sekharthulasi7589,23:02,1,1,Real
@timebanking164,Through out these scenes.. notice the fear of brahmi hillarious.. even when he is quite..😂😂,2,2,Suspicious
@mahipalreddy9627,శ్రీ హరి గారు చాలా చక్కగా చేశారు అతని లాంటి యాక్టర్ దొరకడం కష్టo,1,2,Suspicious
@sivaprakashmaram8679,35:05 😂🤭😂,1,1,Real
@peacocksolutions9910,https://www.youtube.com/watch?v=H3u0S9wb1Vc - ( SADAA NEE PREMALO - OFFICIAL TRAILER ),1,5,Fake
@p.krishnakrishna.p4768,"Super Comedy
Miss You Srihari 😢😢",1,0,Real
@bajasrinu1991,Miss you Anna,1,0,Real
@jakkulamanikanta7112,"4:17 , 28:26 Miss You JP Garu 😭😭😭😭😭",1,0,Real
@jakkulamanikanta7112,Waiting For The Dhee 2 Double Dose,1,0,Real
@parvateesamnandury6158,Z,1,1,Real
@sandeepgudikonda9829,38:52 trending template,1,0,Real
@MKRPTR,I am here only to watch Shri Hari Sir🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,1,2,Suspicious
@prakashnayak9710,39:21 super comedy,1,0,Real
@briteboy3022,Nice 😀😀😀,1,1,Real
@sahulb1534,Oksari Srinu vaitla garu track lo padithae comedy track enko level velthundi....I hope ayina come back Manchi movie tho ravali ani korukuntuna legendary srihari garu lanti actor Malli chudalem 🙏🙏,1,0,Real
@allavuddinkhan3531,2021 lo chuse vallu oka like 👍 veskondi.....like main bigiluuuuuuu 😁😁,1,0,Real
@raazraaz5127,శ్రీహరి లేని ఢీ-2 ..చూడలేము,1,2,Suspicious
@santoshreddykothakapu8144,"Anyone can play the ROLE of MANCHU VISHNU, But SRIHARI'S ROLE no can PULL OFF except for HIM.",2,2,Suspicious
@amol06,Kattri ya pe nokari ve savan cherry Ave San tuniga,1,0,Real
@bujji407,😁😁😁😁😁,1,1,Real
@hardblast6283,who watching in 2021?,1,0,Real
@nalamothusrivishnusai5401,We Miss you Sri Hari Sir,1,0,Real
@crazystuff282,Who are watching this video in 2021,1,0,Real
@vinaysrinuvaskumarkoribill2752,45 mins chalu Srinu vaitla stamina ento we want comback this type Srinu vaitla,1,0,Real
@mvbsatwik330,Waiting for D-D . All the best for team,1,0,Real
@praveenkumar-st7hy,We miss you srihari garu,1,0,Real
@Amarnath_Handle,మంచు విష్ణు గారికి జన్మదిన శుభాకాంక్షలు ఢీ,1,2,Suspicious
@Amarnath_Handle,"ఢీ కి సీక్వెల్
విష్ణు బ్రహ్మా నందం
శ్రీహరి సునీల్",1,2,Suspicious
@pavanpk4730,Here after dhee double dose announcement,1,0,Real
@jithsunny,"RIP Sri Hari 
RIP JayaPrakash Reddy",1,0,Real
@srikarkandala6056,21:20,1,1,Real
@manjunathmsmanjudbosss1913,Super,16,3,Suspicious
@Rrajesh91,Vhhvssvmknbbshhshbsbsh kjsnbssobbstirnbdb bavsjkksgshddbjjks kksjjsb aahvshhsjtsbbhiosnbssyydbnnd kksjsysvvsuxjbdbdbshehwh bbs s named herein 😎jjjsgeubbbxib jsvsv🔥🔥🔥vvs uijsb,1,0,Real
@ಹರಿಬಾಬುತಲಾರಿ,38.44 Comedy,1,1,Real
@siriteja8441,"Yes come on D Reddy anttunnava, what re",1,0,Real
@nagendrabhonsle9053,31:05,1,1,Real
@naaperunikuenduku8403,Hit this jp,1,0,Real
@naaperunikuenduku8403,"Nayana computerla visyam edasie jp,,,,    , miss you 😂😂😂😂😂😂😂😂😂😂😂💓",1,2,Suspicious
@akkiravan7386,20:48 brahmi 😂😂😂,1,0,Real
@nmanoj7272,Super🙂🙂🙂🙂🙂,1,1,Real
@sivaprasadkorukonda5385,Supar,2,3,Suspicious
@MaheshChandraP,RIP Jayaprakash reddy garu,1,0,Real
@maamr11ali64,jp garu i miss you,1,0,Real
@dlaxminarayadlaxminarayana9316,Thanks,1,1,Real
@nagaramgopal9821,Funny,1,1,Real
@trinathrao9307,All time favourite 😍,1,0,Real
@vinaykumarsubedar369,Paala Dabba 😆😆,1,0,Real
@loveyourraise5448,Eni sarlu chusina bore kottani clip idi,1,0,Real
@kingskingdom4812,Srihari Anna Acting kosam Ennisarlaina choodalanipisthundi,1,0,Real
@nithvikaram683,Comedy timing super,1,0,Real
@ansarkhanprk9726,Hi super,1,1,Real
@Balu7723,Shankaranaaaaaaaaaaaaa😃😃😃,1,1,Real
@ravindravlogs-y8z,I love you,1,0,Real
@maheshdarisa,4:28 😂😂😂😂😂😂 *Same macha*,1,2,Suspicious
@kavithabonagiri4765,Spr cinema,1,1,Real
@krishnab8916,Ippatiki dozen tinnav ennani themu😁😂😁😂😁😂😂😂😂😁😂,1,2,Suspicious
@dandilokenath,😆 haha 😆 superb movie 🎥,1,0,Real
@buchibabub1189,శ్రీను వైట్ల దర్శకత్వంలో వచ్చిన అధ్బుతమైన సినిమా,1,2,Suspicious
@Ashrithshorts-u3b,Super,16,3,Suspicious
@Mahaabharath,Same matcha,1,1,Real
@Mahaabharath,Okasari kalesthe malli venakostudha 😆😜😝,1,0,Real
@srikanthpandu9020,Watch 23.03😂😂,1,1,Real
@ramakrishnakrishna6376,10:53 thokkalendi brain lekunda body nammukune yedavalu😂😂,1,0,Real
@krishnab8916,Sunil comedy extradinary wahhhhhh,1,0,Real
@jayadeepreddy4788,4:50 daggara  nannu involve cheyyakand chari garu template,1,0,Real
@rahularvapalli5166,(5)(5)=25,1,1,Real
@kalpanadasari8370,em chari garu... nannu involve cheyakandi rao garu😂,1,0,Real
@smts2323,7,1,1,Real
@varambade,VC  CREATIONS maa vadha youtube  Thumbnail cheyabunu  Please contact  Cell: 9676814288,1,0,Real
@priyatham11,23:03 brahmi highlight comedy 🤣🤣🤣,1,0,Real
@lingampallishivaji6720,Super comedy,7,3,Suspicious
@akkalipraneethreddy7028,We miss u sri hari sir,1,0,Real
@akkalipraneethreddy7028,Rip srihari garu,2,2,Suspicious
@pavanyadav9257,Memes king bramhanandam garu,1,0,Real
@kandatibhanuprakash5391,😊😊😊😊😊😆😆😆😆😆,1,3,Suspicious
@sainaveen394,Who are watching this in quarantine?,1,0,Real
@sivasankar8933,Sri hari gaaru super acting sir i miss you sir,1,0,Real
@banothkumardetective9257,We miss srihari actor,1,0,Real
@dsandeep9443,Very good entertainer,1,0,Real
@usvkumar0074,Mis u srihari anna,1,0,Real
@srinivasdabbiru1393,Doctor said that please take care of him.,1,0,Real
@bhavyad1366,Chary 😆😆😆😆,1,1,Real
@bunnypangi4801,శ్రీ హరి అన్నా లాంటి మంచి నటుడు దొరకడం చాలా కష్టం...,1,2,Suspicious
@venkateshgundala3940,25:14 at vishnu voice.....hello😀😀😀😀,1,2,Suspicious
@indrammareddypogu9889,Super,16,3,Suspicious
@srinugudipudi8513,Srihari miss you sir,1,0,Real
@oukuvinod103,Srihari sir his a super man,1,0,Real
@therailmusafir5497,It is our bad luck that we lost our Srihari too early.,1,0,Real
@tabtab1229,Sri hari garu real life hero,1,0,Real
@kingsrayalaseema1575,sri hari garu rip very great person,1,0,Real
@ESPtvtelugu,Very good content keep it up 👍,1,0,Real
@venkyviratvenkyvirat5703,Super,16,3,Suspicious
@venkyviratvenkyvirat5703,Nicd,1,1,Real
@muralikrishnamurali77,Vishnu I miss you,1,0,Real
@kalehari9988,Miss u sir srihari,1,0,Real
@nareshpadaballi2100,Supar,2,3,Suspicious
@RamRam-ze1kj,Ram,1,1,Real
@shivohamofficial1990,"శ్రీ హరి గొప్ప నటుడు, మళ్లీ దొరకడం కష్టం",1,2,Suspicious
@adhimurari,"Chandramohan:- మీ చేవులేమైన తుప్పు పట్టి పోయినియ్య.. వాడు ప్రేమించింది శంకర్ గౌడ్ చెళ్ళిల్నే.. 
Lady :- శంకర్ గౌడ్ ని ప్రేమిస్తే తప్పు కానీ, వాడి చెల్లెల్ని ప్రేమిస్తే తప్పేంటి.. 😂😂🤣🤣",1,2,Suspicious
@rajeshpakkurthi8090,J i  used to,1,0,Real
@phanisreddy4587,"Srihari garu Pan India actor ayyey capacity unna actor, meeru unduntey baagundedhi ee generation lo🙏",1,0,Real
@SkillOne1Skill,Watching only for srihari,1,0,Real
@p.v.8775,Miss you srihari sir,1,0,Real
@prasadvemuri6301,Ee sari elagaina sreenu vaitla garu malli pedda blockbuster movie tiyali ani korukuntunanu,1,0,Real
@bejjenkiprashanth1357,Real star⭐... Telangana slang lo chala baga matladadu,1,0,Real
@shaikyunu3219,👌miss you srihare,1,0,Real
@srilaxmidiagnosticcenter60,all blood tests home services available for in Hyderabad Sri Laxmi diagnostic centr 💉💉💉🧪📞 9959887420,1,0,Real
@yallamnaidumeesalayallamna3539,Super,16,3,Suspicious
@markantswami133,M. Swami,1,1,Real
@u.lokeshlokesh.u383,Lokesh,1,1,Real
@chgopal2910,143,1,1,Real
@tgparmy2774,Thiyagaraj,1,1,Real
@gktherider,"We miss u srihari anna ... 

My schol days memory  ...",1,0,Real
@anandm696,Super,16,3,Suspicious
@rteja2722,Nice movie,1,1,Real
@vamshinaidu1747,Super comedy 😎,1,0,Real
@nitishkumar413,36:38 lakalaka......🤣🤣🤣🤣,1,3,Suspicious
@riakch,sri hari garu its not final. you are writers challenge.,1,0,Real
@shaikwahedabdul2163,"Venky, dubai Seenu, ready,dhee,king,baadshah  we want that sreenu vaitla back .
Break ivvadiniki ready ga unnam",1,0,Real
@nvkamesh5844,Srihari garu in telangana slang highlite...really v miss u sir..!,1,0,Real
@naturalkrishna6602,Sreehari👑👑👑,1,1,Real
@bunny-pg6se,Srihari osm,1,1,Real
@brainpills5709,Nanu involve cheyakandi rav gaaru 🤣🤣🤣🤣🤣,1,0,Real
@rampower4016,Super comedy,7,3,Suspicious
@rahularvapalli5166,㊗️㊙️🈵🈴🈚️🈺🈸🈶🉐🈲🈷️,1,3,Suspicious
@smasavarapu,1 of the best comedy in Tollywood after ready,1,0,Real
@jagadish7139,Vishnu looking very cute and handsome here,1,0,Real
@Akshaytalksindia,Em cinema lu theesindu rayya Seenu Vaitla 🙏🙏🙏 Awesome comedy devudu,1,0,Real
@kadharvalli589,"Vishnu,oka,Lek",1,1,Real
@jyothikethavath2635,39:06 frustrated brahami,1,0,Real
@rameshgoud8947,Best comedy..,1,1,Real
@Raghu91165,23:02 brahmi😜,1,2,Suspicious
@pradeeptemper8338,Comedy keka,1,1,Real
@telanganaagriculturekvenky7833,సూపర్ కామేడి,1,1,Real
@surajjanni6302,Nyccc comedy 19/12/2019,1,0,Real
@krishnakrish7478,Vishnu sir super,1,0,Real
@dr.strange7171,Gd,1,1,Real
@anjia1197,Super,16,3,Suspicious
@pichiguntlaswamy9356,Super,16,3,Suspicious
@srinivassrinivas2000,I am miss you srihari anna,1,0,Real
@mudavathsuryaprakashmudava5294,sri hari anna miss u,1,0,Real
@princeof.d,Sri haari gari kosamaina chuda dagga cinema piccha comedy,1,0,Real
@Krish_editz_a,Brahamanandam Comedy super👌👌,1,0,Real
@dpnareshvijay3555,suer,1,1,Real
@mmsingh81067,19:30,1,2,Suspicious
@krupamayuduminstrieskalla8686,"Mahesh babu ela vuntadu ra 
Milk boy la vuntadu. 
Nuvu ela vunnavu ra milk icche gedela vunnavu 😂😂😆😆😆😂😆😂",1,2,Suspicious
@dghhdhjj6056,i.love.srihari.sir.i.mis.u.sir,1,1,Real
@n.s.kirankumarkumar9290,EEE YEDAVALIKI COFFEE KOODAA NAA NAAK EEE.                                     NENU YEDAVAKI EEVAANNU.              HAHAHAHAHA 😜 😜 HAHAHAHAHA 😜 😜 HAHAHAHAHA 😜 😜 HAHAHAHAHA 😜 😜 HAHAHAHAHA 😜 😜 HAHAHAHAHA 😜 😜 HAHAHAHAHA 😜 😜 HAHAHAHAHA 😜 😜 HAHAHAHAHA 😜 😜 HAHAHAHAHA 😜 😜 HAHAHAHAHA 😜 😜 HAHAHAHAHA 😜 😜 HAHAHAHAHA 😜 😜 HAHAHAHAHA 😜 😜 HAHAHAHAHA 😜 😜,1,2,Suspicious
@sowjanyasowjanya7058,Super comedy,7,3,Suspicious
@sowjanyasowjanya7058,Super comedy,7,3,Suspicious
@rajasekharkoyyani97,Mamulu comedy kaadu sreenu vaitla best film,1,0,Real
@abhiabhishek9964,Telangana Tiger...Slang osmm srihari gaaru..we will miss u sir,1,0,Real
@p.poleboina46,సూపర్,2,3,Suspicious
@ARAVAKOUSALYA-i6y,Srihari s acting is super in every movie,1,0,Real
@ganesh-ls9om,We miss you sir sriharigaru,1,0,Real
@rajur4784,We miss u boss srihari,1,0,Real
@prasadrantham599,Super,16,3,Suspicious
@g.bharathkumarg7379,Srinu waitla  best for comedy movies,1,0,Real
@santhoshkumarpedada2809,Sri Hari ...     ....we miss u,1,0,Real
@sudharani2366,Brahmi comedy super,1,0,Real
@narasimhadodle1681,Super comedy,7,3,Suspicious
@srinun2053,Super movie,3,3,Suspicious
@HemanthKumar-wr6ok,We miss u sir Shri Hari sir,1,0,Real
@dandilokenath,Manchu manoj comedy,1,0,Real
@aniljanasena6611,mIs u Sri Hari Garu,1,0,Real
@rajachowdary8863,Lakalakalakalakkalakka😆,1,1,Real
@prakashpiili9504,super 😍😍😍😍😍😍,1,1,Real
@swarna.sriharshaharsha2215,We miss u sir,1,0,Real
@hamsikachinta2380,Nice movie miss you sri hari garu,1,0,Real
@muzakkirshaikh9875,RIP Sri Hari garu,1,0,Real
@chanduchandu3335,Same machha,1,1,Real
@narayanatirumunadham4919,Sunil comedy super ga vuthude,1,0,Real
@ravindrareddycheerla8404,Manchi sense of humar vunna srihari garu chani povatam badakaram,1,0,Real
@villan3108,Real star we miss u,1,0,Real
@gopinadhsraina7742,sri hari sir thope acting!!!,1,0,Real
@hemanthrao2387,9:32 Pedanayana gadi computer la Vishayam idicheyi,1,0,Real
@subbusubhashini3602,We miss u sriharigaru,1,0,Real
@divyasreemudhiraj4966,Telanga real star super slang sir and miss u sir,1,0,Real
@nishanthrao4956,We miss U Sri Hari Sir Rip sir,1,0,Real
@naveenyadav1983,Miss u s Real Star srihari sir,1,0,Real
@bottasatyannarana2262,Super,16,3,Suspicious
@skcriyetivs2614,Vishnu acting super,2,2,Suspicious
@skcriyetivs2614,Vishnu timeing super,1,0,Real
@rajuchakali9465,Djfk DJ mgnyj Hf fu be 4th jdg,1,0,Real
@kelothuraju3367,Super funny,1,1,Real
@TV-np4hz,Srihari sir you reall hero sir,1,0,Real
@traju5076,Nice move 😂,1,0,Real
@ramakrishnamrajukodiganti1910,Sunil Garu Malli back avandi,1,0,Real
@jaganamballa6272,"Sunil superb 
Rip sri hari garu",1,0,Real
@tehrimtanveer1342,Miss u Sri hair sir,1,0,Real
@rajeshbandari1977,Prathi okkaru super ga acting chesharu  comedy film,1,0,Real
@AKRAO-wm2ek,శ్రీహరి అన్న ts స్లాంగ్ కేక,1,2,Suspicious
@AKRAO-wm2ek,బ్రహ్మీ rockz,1,1,Real
@Avis4134,"Dialogue to dialogue gurtuntaay. Golden days of TFI 
Missing these comedy now a days",1,0,Real
@Avis4134,We want that vintage srinu vaitla back,1,0,Real
@venkannabonthavenkanna683,By,1,1,Real
@vinaysrinuvaskumarkoribill2752,Dhee movie 90 percentage srihari one man show and another 10percent balance actor s,1,0,Real
@praveenbollebolle399,Amra Chari 😀😀😀,1,0,Real
@sksadak96,Miss you lot sir sriharigaru,1,0,Real
@iconahmedkhan2459,Natural actor..... Memorable actor. ... Srihari... We miss U ☺,2,4,Suspicious
@vajjhasailaja7218,25:43,1,1,Real
@lakshya3001,Funny this video,1,0,Real
@sukumr-py8xi,No one can replace you Srihari Sr..............but sad your RIP,1,2,Suspicious
@nallamahesh1239,Super comedy,7,3,Suspicious
@chinnuchinnu5883,Miss you Sri Hari sir,1,0,Real
@bharathcivil,"Allooooo
Hellooo",1,1,Real
@ownersrina6929,Super,16,3,Suspicious
@saipraveen9456,4:33,1,1,Real
@muqheebrockzzz7492,Rip srihari garu,2,2,Suspicious
@Jayaram-updates,https://allaround24.blogspot.com/2018/10/face-glow-tip.html,1,6,Fake
@notinterested7703,43:19-43:21...what was he saying?,1,0,Real
@Moka138,Super Comedy 😍😍😍😍,1,0,Real
@mdsubhan169,",😂😂😂😂😂",1,1,Real
@mohamedrehaman6895,Exallent,1,1,Real
@ganeshdhurvy7578,super,3,3,Suspicious
@balajilucky123,సూపర్,2,3,Suspicious
@jesuschrist-gp2ku,Aboo,1,1,Real
@yeshwanth5277,Watch bramanandham performance at 33:00,1,0,Real
@palnatiraju2605,Sreehari good actor,1,0,Real
@palnatiraju2605,I miss you sir sreehari,1,0,Real
@krameshramesh7621,I miss srihari,1,0,Real
@ravibondla6284,Srihari Anna miss u,1,0,Real
@madhumourya178,keka,1,1,Real
@shaikanvar1813,Anvar  videos,1,1,Real
@AppalarajuPetaInfo,Super,16,3,Suspicious
@mohanpothuganti4488,Good movie. We miss you srihari sir,1,0,Real
@rathodramesh3060,Very funny,1,1,Real
@MUNNYMELODIES,@6.7,1,1,Real
@rajeshmamillapalli3281,Genelia expression @26:54 😄😄,1,0,Real
@rajeshmamillapalli3281,Jaya Prakash expression @5:16,1,0,Real
@bavanarasimha7481,Super,16,3,Suspicious
@gujjavenkateswarlu4397,Miss u Sri hari garu,1,0,Real
@gffver9863,👌👍👌👍👌👍👌👍👌👍,1,3,Suspicious
@jayaprakash525,Super comedy,7,3,Suspicious
@madhumaxwell3746,I miss  u srihari,1,0,Real
@manikumar4359,super,3,3,Suspicious
@deviraju2988,😆😆😆😆😆,1,1,Real
@kusmus1273,33:49 Tamil lo teesthanu sir...telugu lo kooda aaduthaayi sir....hahahahaha funny af,1,0,Real
@nititar4171,nice,1,1,Real
@bhavyajasti6346,😂,2,3,Suspicious
@Ala-yr2wp,Good,1,1,Real
@jadavmaruthi8141,un,1,1,Real
@shriramu8936,👌,2,3,Suspicious
@ArunKumar-dg8qt,yssr,1,1,Real
@revathiprasad.d2966,Lol,1,1,Real
